[rosmaster.main][INFO] 2021-04-01 16:58:12,989: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-04-01 16:58:12,989: Starting ROS Master Node
[rosmaster.master][INFO] 2021-04-01 16:58:13,331: +PARAM [/mavros/setpoint_position/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,332: +SUB [/rosout] /rosout http://ivsr-nano-desktop:35321/
[rosmaster.master][INFO] 2021-04-01 16:58:13,332: +PARAM [/mavros/imu/orientation_stdev] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,333: +PARAM [/mavros/wheel_odometry/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,333: +PARAM [/mavros/landing_target/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,334: +PARAM [/mavros/wheel_odometry/count] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,334: +PARAM [/mavros/wheel_odometry/wheel1/radius] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,334: +PARAM [/mavros/fake_gps/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,334: +PARAM [/mavros/safety_area/p2/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,335: +PARAM [/mavros/px4flow/ranger_fov] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,335: +PARAM [/mavros/landing_target/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,335: +PARAM [/mavros/safety_area/p2/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,335: +PARAM [/mavros/distance_sensor/lidarlite_pub/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,336: +PARAM [/mavros/fake_gps/geo_origin/lon] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,336: +PARAM [/mavros/local_position/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,336: +PARAM [/mavros/plugin_blacklist] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,336: +PARAM [/mavros/imu/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,336: +PARAM [/mavros/landing_target/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,337: +PARAM [/mavros/landing_target/camera/fov_y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,337: +PARAM [/mavros/landing_target/camera/fov_x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,337: +PARAM [/mavros/local_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,337: +PARAM [/mavros/wheel_odometry/wheel0/radius] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,338: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,338: +PARAM [/mavros/local_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,338: +PARAM [/mavros/time/timesync_mode] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,338: +PARAM [/mavros/setpoint_accel/send_force] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,339: +PARAM [/mavros/landing_target/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,339: +PARAM [/mavros/fake_gps/use_mocap] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,339: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,339: +PARAM [/mavros/setpoint_attitude/reverse_thrust] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,340: +PARAM [/mavros/vision_speed/twist_cov] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,340: +PARAM [/mavros/local_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,340: +PARAM [/mavros/landing_target/target_size/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,340: +PARAM [/mavros/landing_target/target_size/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,341: +PARAM [/mavros/distance_sensor/laser_1_sub/id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,341: +PARAM [/mavros/landing_target/image/width] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,341: +PARAM [/mavros/setpoint_position/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,341: +PARAM [/mavros/cmd/use_comp_id_system_control] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,342: +PARAM [/mavros/plugin_whitelist] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,342: +PARAM [/mavros/fake_gps/fix_type] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,342: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,342: +PARAM [/mavros/conn/heartbeat_rate] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,343: +PARAM [/mavros/distance_sensor/sonar_1_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,343: +PARAM [/mavros/mocap/use_pose] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,343: +PARAM [/mavros/global_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,343: +PARAM [/mavros/tdr_radio/low_rssi] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,344: +PARAM [/mavros/global_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,344: +PARAM [/mavros/wheel_odometry/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,344: +PARAM [/mavros/setpoint_velocity/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,344: +PARAM [/mavros/global_position/use_relative_alt] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,345: +PARAM [/mavros/fcu_protocol] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,345: +PARAM [/mavros/wheel_odometry/use_rpm] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,345: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,345: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,345: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/z] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,346: +PARAM [/mavros/setpoint_position/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,346: +PARAM [/mavros/fake_gps/geo_origin/alt] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,346: +PARAM [/mavros/setpoint_raw/thrust_scaling] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,346: +PARAM [/mavros/safety_area/p1/z] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,347: +PARAM [/mavros/safety_area/p1/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,347: +PARAM [/mavros/safety_area/p1/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,347: +PARAM [/mavros/fake_gps/eph] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,347: +PARAM [/mavros/global_position/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,348: +PARAM [/mavros/vision_pose/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,348: +PARAM [/mavros/fake_gps/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,348: +PARAM [/mavros/vibration/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,348: +PARAM [/mavros/fake_gps/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,349: +PARAM [/mavros/safety_area/p2/z] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,349: +PARAM [/mavros/setpoint_attitude/use_quaternion] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,349: +PARAM [/mavros/fake_gps/satellites_visible] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,349: +PARAM [/mavros/time/time_ref_source] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,349: +PARAM [/mavros/target_system_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,350: +PARAM [/mavros/conn/timesync_rate] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,350: +PARAM [/mavros/fake_gps/epv] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,350: +PARAM [/mavros/px4flow/ranger_max_range] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,350: +PARAM [/mavros/setpoint_attitude/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,351: +PARAM [/mavros/mission/pull_after_gcs] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,351: +PARAM [/mavros/gcs_url] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,351: +PARAM [/mavros/distance_sensor/lidarlite_pub/id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,351: +PARAM [/mavros/imu/angular_velocity_stdev] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,352: +PARAM [/mavros/wheel_odometry/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,352: +PARAM [/mavros/distance_sensor/laser_1_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,352: +PARAM [/mavros/distance_sensor/sonar_1_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,352: +PARAM [/mavros/wheel_odometry/send_raw] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,353: +PARAM [/mavros/wheel_odometry/wheel0/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,353: +PARAM [/mavros/wheel_odometry/wheel0/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,353: +PARAM [/mavros/vision_pose/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,353: +PARAM [/mavros/global_position/tf/global_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,354: +PARAM [/mavros/vision_speed/listen_twist] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,354: +PARAM [/mavros/wheel_odometry/wheel1/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,354: +PARAM [/mavros/wheel_odometry/wheel1/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,354: +PARAM [/mavros/vision_pose/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,354: +PARAM [/mavros/distance_sensor/sonar_1_sub/id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,355: +PARAM [/mavros/global_position/rot_covariance] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,355: +PARAM [/mavros/landing_target/land_target_type] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,355: +PARAM [/mavros/distance_sensor/lidarlite_pub/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,355: +PARAM [/mavros/distance_sensor/laser_1_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,356: +PARAM [/mavros/landing_target/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,356: +PARAM [/mavros/wheel_odometry/vel_error] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,356: +PARAM [/mavros/fake_gps/mocap_transform] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,356: +PARAM [/mavros/setpoint_attitude/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,357: +PARAM [/mavros/mocap/use_tf] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,357: +PARAM [/mavros/landing_target/listen_lt] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,357: +PARAM [/mavros/conn/system_time_rate] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,357: +PARAM [/mavros/wheel_odometry/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,358: +PARAM [/mavros/fake_gps/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,358: +PARAM [/mavros/global_position/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,358: +PARAM [/mavros/px4flow/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,358: +PARAM [/mavros/px4flow/ranger_min_range] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,359: +PARAM [/mavros/imu/magnetic_stdev] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,359: +PARAM [/mavros/conn/timeout] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,359: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/z] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,359: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/y] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,360: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/x] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,360: +PARAM [/mavros/distance_sensor/lidarlite_pub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,360: +PARAM [/mavros/fake_gps/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,360: +PARAM [/mavros/fcu_url] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,360: +PARAM [/mavros/odometry/fcu/odom_parent_id_des] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,361: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,361: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/send_tf] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,361: +PARAM [/mavros/distance_sensor/lidarlite_pub/send_tf] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,361: +PARAM [/mavros/landing_target/image/height] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,362: +PARAM [/mavros/setpoint_attitude/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,362: +PARAM [/mavros/vision_pose/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,362: +PARAM [/mavros/wheel_odometry/send_twist] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,362: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,363: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,363: +PARAM [/mavros/setpoint_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,363: +PARAM [/mavros/sys/min_voltage] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,363: +PARAM [/mavros/fake_gps/geo_origin/lat] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,364: +PARAM [/mavros/fake_gps/gps_rate] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,364: +PARAM [/mavros/global_position/gps_uere] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,364: +PARAM [/mavros/global_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,364: +PARAM [/mavros/local_position/tf/send_fcu] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,365: +PARAM [/mavros/time/timesync_avg_alpha] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,365: +PARAM [/mavros/fake_gps/use_vision] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 16:58:13,463: +PUB [/rosout] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,465: +SERVICE [/mavros/get_loggers] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,466: +SERVICE [/mavros/set_logger_level] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,468: +PUB [/diagnostics] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,469: +CACHEDPARAM [/mavros/diagnostic_period] by /mavros
[rosmaster.master][INFO] 2021-04-01 16:58:13,494: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:35321/ ['http://ivsr-nano-desktop:42147/']
[rosmaster.master][INFO] 2021-04-01 16:58:13,498: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:35321/ ['http://ivsr-nano-desktop:42147/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 16:58:13,513: +SUB [/tf] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,518: +SUB [/tf_static] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,519: +PUB [/tf] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,521: +PUB [/tf_static] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,594: publisherUpdate[/tf] -> http://ivsr-nano-desktop:42147/ ['http://ivsr-nano-desktop:42147/']
[rosmaster.master][INFO] 2021-04-01 16:58:13,597: publisherUpdate[/tf] -> http://ivsr-nano-desktop:42147/ ['http://ivsr-nano-desktop:42147/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 16:58:13,598: publisherUpdate[/tf_static] -> http://ivsr-nano-desktop:42147/ ['http://ivsr-nano-desktop:42147/']
[rosmaster.master][INFO] 2021-04-01 16:58:13,600: publisherUpdate[/tf_static] -> http://ivsr-nano-desktop:42147/ ['http://ivsr-nano-desktop:42147/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 16:58:13,804: +CACHEDPARAM [/rosout_disable_topics_generation] by /mavros
[rosmaster.master][INFO] 2021-04-01 16:58:13,807: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2021-04-01 16:58:13,813: +PUB [/mavlink/from] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,818: +SUB [/mavlink/to] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,895: +PUB [/mavros/radio_status] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,897: +PUB [/mavros/target_actuator_control] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,903: +SUB [/mavros/actuator_control] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,938: +PUB [/mavros/adsb/vehicle] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,943: +SUB [/mavros/adsb/send] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,946: +PUB [/mavros/altitude] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,948: +PUB [/mavros/cam_imu_sync/cam_imu_stamp] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,953: +SERVICE [/mavros/cmd/command] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,955: +SERVICE [/mavros/cmd/command_int] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,956: +SERVICE [/mavros/cmd/arming] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,957: +SERVICE [/mavros/cmd/set_home] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,958: +SERVICE [/mavros/cmd/takeoff] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,959: +SERVICE [/mavros/cmd/land] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,960: +SERVICE [/mavros/cmd/trigger_control] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,961: +SERVICE [/mavros/cmd/trigger_interval] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,962: +SERVICE [/mavros/cmd/vtol_transition] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,968: +SUB [/mavros/companion_process/status] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,972: +SUB [/mavros/debug_value/send] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,974: +PUB [/mavros/debug_value/debug] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,975: +PUB [/mavros/debug_value/debug_vector] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,976: +PUB [/mavros/debug_value/named_value_float] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,977: +PUB [/mavros/debug_value/named_value_int] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,978: +PUB [/mavros/esc_info] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:13,979: +PUB [/mavros/esc_status] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,007: +SUB [/mavros/fake_gps/mocap/tf] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,009: +SERVICE [/mavros/ftp/list] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,010: +SERVICE [/mavros/ftp/open] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,011: +SERVICE [/mavros/ftp/close] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,012: +SERVICE [/mavros/ftp/read] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,013: +SERVICE [/mavros/ftp/write] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,014: +SERVICE [/mavros/ftp/mkdir] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,015: +SERVICE [/mavros/ftp/rmdir] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,016: +SERVICE [/mavros/ftp/remove] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,017: +SERVICE [/mavros/ftp/truncate] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,018: +SERVICE [/mavros/ftp/reset] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,019: +SERVICE [/mavros/ftp/rename] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,020: +SERVICE [/mavros/ftp/checksum] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,033: +PUB [/mavros/global_position/raw/fix] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,034: +PUB [/mavros/global_position/raw/gps_vel] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,035: +PUB [/mavros/global_position/raw/satellites] /mavros http://ivsr-nano-desktop:42147/
[rosmaster.master][INFO] 2021-04-01 16:58:14,036: +PUB [/mavros/global_position/global] /mavros http://ivsr-nano-desktop:42147/
